HR,BP,BT,RR,BS,SPO2,EDA,BVP
69.08,136.2291309,35.53,19,113,98.49268115,1.121501,21.9
68.98,134.932987,35.53,14,86,96.21218105,1.120219,4.18
68.87,132.2410927,35.53,19,96,97.49407863,1.118938,5.27
68.75,118.8868353,35.53,17,120,95.73234746,1.118938,1.03
68.72,136.3119626,35.53,17,137,97.51705554,1.120219,16.41
68.62,133.8624274,35.53,13,83,95.34252957,1.122782,41.11
68.63,113.6604966,35.53,13,120,98.94587772,1.124063,65.07
68.55,130.1489702,35.53,12,139,96.70773968,1.126626,82.91
68.47,111.9606128,35.55,16,115,97.48822336,1.127907,94.61
68.4,128.1003635,35.55,14,131,99.25382329,1.131751,105.24
68.3,100.5132503,35.55,16,121,96.74258063,1.133033,122.15
68.18,101.6668229,35.55,17,82,96.3827731,1.134314,150.87
68.03,135.8731057,35.5,14,133,97.17495171,1.135595,192.38
67.83,134.0634018,35.5,19,88,97.79010609,1.136877,242.97
67.63,129.5041731,35.5,19,95,95.23219861,1.136877,296.27
67.42,121.3195323,35.5,16,110,98.98272916,1.136877,345.93
67.23,90,35.53,13,113,98.91551853,1.136877,387.66
67.12,118.8768609,35.53,12,78,97.48778638,1.139439,419.6
66.98,126.8127475,35.53,18,129,96.98303823,1.139439,441.47
66.8,111.9790013,35.53,15,85,96.90101991,1.140721,453.59
66.65,109.3125871,35.53,13,72,95.54162688,1.143283,456.43
66.48,141.6663058,35.53,19,71,98.57949937,1.142002,450.8
66.4,119.0956651,35.53,17,82,98.56484262,1.140721,438.21
66.28,126.8219275,35.53,16,132,95.58201735,1.140721,421.02
66.17,131.6119719,35.55,18,130,96.03793825,1.139439,402.09
66.08,104.9784439,35.55,14,138,97.1392261,1.142002,384.24
65.92,122.8981113,35.55,14,99,96.32532519,1.143283,369.73
65.77,139.7946674,35.55,18,106,96.63649157,1.142002,359.95
65.62,147.2883477,35.49,12,136,95.21349452,1.140721,355.15
65.48,120.599046,35.49,12,77,96.80936568,1.142002,354.28
65.35,116.4308468,35.49,14,134,98.41925418,1.140721,354.94
65.23,124.035361,35.49,15,107,95.50767502,1.136877,353.85
65.13,123.6545557,35.5,13,82,97.77474543,1.138158,347.58
65.02,140.801371,35.5,13,97,98.3559075,1.138158,333.79
64.9,105.0541247,35.5,18,117,95.80630881,1.136877,312.18
64.8,115.8019037,35.5,18,104,99.15648208,1.136877,284.54
64.7,103.2428801,35.5,14,134,98.4067631,1.134314,253.91
64.67,104.8185767,35.5,14,112,98.66943949,1.135595,223.06
64.63,125.6486102,35.5,19,107,97.13630657,1.131751,193.46
64.6,132.1478676,35.5,13,117,97.55652546,1.129189,164.94
64.6,110.2591246,35.5,17,102,99.98443217,1.129189,136.11
64.58,131.5814218,35.5,15,88,95.07383699,1.127907,105.44
64.57,136.6736799,35.5,15,94,99.61211406,1.129189,72.26
64.58,149.02059,35.5,14,70,96.47825938,1.126626,36.78
64.63,121.0462027,35.5,13,132,95.74631878,1.125345,0.37
64.7,110.4035321,35.5,16,90,95.098899,1.122782,38.11
64.77,104.962921,35.5,17,78,97.6692033,1.122782,74.44
64.82,103.473102,35.5,17,108,97.01232392,1.120219,105.68
64.88,138.7467105,35.49,18,133,97.83259246,1.120219,126.55
64.98,97.27356986,35.49,13,80,99.80294334,1.120219,131.75
65.08,138.2662273,35.49,17,75,96.30321589,1.121501,118.53
65.2,106.9733846,35.49,17,104,95.85070209,1.125345,88.96
65.3,109.721907,35.53,16,96,99.63529777,1.134314,50.26
65.4,117.7266682,35.53,15,82,99.59829936,1.145846,12.39
65.4,109.4451818,35.53,19,107,97.60036574,1.165066,15.85
65.32,133.9796963,35.53,16,89,95.88878349,1.185567,30.2
65.28,147.2001593,35.5,17,97,95.81645882,1.204787,31.94
65.23,110.1385176,35.5,15,134,96.58802551,1.220163,25.94
65.3,113.5164324,35.5,17,136,98.84916718,1.232976,17.34
65.37,117.5501879,35.5,19,103,96.74040516,1.239383,8.94
65.43,128.1158515,35.5,15,125,99.17050285,1.239383,0.65
65.5,117.6977358,35.5,16,97,99.9524659,1.234258,9.05
65.55,140.8088612,35.5,19,75,97.23534214,1.229132,20.98
65.6,137.1993587,35.5,17,81,98.84418634,1.232976,34.21
65.57,102.2180647,35.5,16,74,96.30056718,1.229132,46.6
65.58,127.8145225,35.5,17,90,97.01211311,1.224007,56.35
65.48,142.8050886,35.5,16,120,98.81513085,1.208631,63.57
65.47,112.5782858,35.5,19,96,95.45920927,1.18813,70.38
65.47,115.5860269,35.5,15,93,97.08455943,1.18813,79.92
65.47,112.079445,35.5,19,134,98.49103763,1.184286,95.02
65.48,112.3938658,35.5,14,121,98.76182875,1.183004,116.99
65.5,94.97322672,35.5,19,114,96.91689013,1.176598,144.95
65.57,100.0752757,35.5,12,81,97.33824979,1.171473,176.74
65.65,121.1621058,35.5,14,73,95.81446626,1.16891,209.87
65.73,142.7039696,35.5,17,100,97.31616407,1.165066,242.85
65.82,110.7995878,35.5,18,101,98.95259236,1.163785,275.72
65.88,110.3586405,35.49,17,101,97.2871811,1.161222,309.83
65.92,145.5228161,35.49,17,128,98.24393148,1.158659,346.96
65.98,103.3761381,35.49,19,92,96.6419249,1.157378,388.63
66.05,95.08135256,35.49,15,89,97.58406056,1.152253,435.95
66.18,107.5722685,35.49,19,82,96.14079157,1.14969,489.48
66.35,110.0582328,35.49,15,103,99.55675027,1.148409,549.3
66.62,93.78820373,35.49,16,104,97.26325758,1.144565,614.48
66.85,118.0793744,35.49,19,119,95.96529467,1.142002,682.34
67.1,134.2266952,35.49,15,73,99.63225423,1.142002,747.82
67.3,100.7106784,35.49,18,134,95.2609048,1.139439,803.82
67.57,121.3136733,35.49,15,89,96.15418985,1.136877,842.41
67.83,125.9390351,35.49,15,111,95.20278331,1.135595,857.34
68.08,118.7492359,35.49,14,84,95.80443146,1.131751,846.44
68.3,122.7853888,35.49,18,106,97.98397866,1.131751,811.75
68.47,122.9599089,35.49,15,122,97.37931229,1.129189,758.87
68.6,107.8090806,35.49,15,101,95.57778327,1.126626,694.51
68.73,142.4787386,35.5,13,122,96.4148661,1.124063,624.6
68.88,138.7163525,35.5,13,93,95.7208253,1.121501,552.97
69.03,137.848671,35.5,15,136,98.53421333,1.118938,481.4
69.18,135.2051361,35.5,15,109,97.87374838,1.118938,410.01
69.33,96.37530796,35.5,14,78,95.43668012,1.116375,338.92
69.45,133.8909357,35.5,16,94,98.97675534,1.113813,269.14
69.55,129.8340214,35.5,17,91,95.46995057,1.11125,201.41
69.62,96.95214578,35.5,13,90,97.1210643,1.11125,135.69
69.67,116.7763447,35.49,18,133,99.45256089,1.108687,69.85
69.7,124.1519017,35.49,17,125,98.4025976,1.107406,1.61
69.73,144.9647565,35.49,18,82,99.68992163,1.106125,69.51
69.7,130.8708579,35.49,13,89,99.87757626,1.103562,139.6
69.63,107.0315141,35.49,17,90,98.73516882,1.103562,200.49
69.53,145.4308269,35.49,19,133,95.16872903,1.102281,241.94
69.42,120.6566964,35.49,12,105,99.48448089,1.099718,256.11
69.33,116.1623829,35.49,16,99,99.66148383,1.098437,243.09
69.23,115.0932271,35.5,14,127,95.60006883,1.095874,210.42
69.1,95.64667143,35.5,12,78,99.21680573,1.094593,170.99
68.98,118.3534574,35.5,19,139,98.39565046,1.093311,134.83
68.85,127.4622789,35.5,12,76,96.10320912,1.09203,105.03
68.72,114.2192501,35.5,13,87,96.88006183,1.090749,77.8
68.58,126.3067872,35.5,13,90,95.39854531,1.089467,47.39
68.47,107.0341339,35.5,14,98,96.30032838,1.088186,19.67
68.35,117.8860813,35.5,13,71,97.1692637,1.085623,5.24
68.22,124.7481049,35.49,13,95,99.70754711,1.086905,16.22
68.1,122.8449132,35.49,15,103,99.11454095,1.084342,56.67
68.02,95.91802365,35.49,19,120,95.060587,1.083061,121.07
67.93,113.4149107,35.49,12,128,97.11758164,1.081779,194.75
67.88,145.161944,35.49,13,70,96.30205008,1.080498,263.26
67.83,112.6133089,35.49,17,91,96.30473399,1.077935,314.5
67.8,120.2371132,35.49,15,106,98.95214207,1.076654,349.54
67.77,118.6986637,35.49,17,111,99.77089424,1.077935,371.1
67.73,143.5235964,35.5,14,110,96.24778666,1.075373,378.26
67.75,139.3555218,35.5,15,105,96.11133136,1.076654,367.7
67.77,132.112965,35.5,13,105,99.30333134,1.074091,334.59
67.77,105.4013653,35.5,19,88,95.3558888,1.07281,280
67.82,125.3877457,35.49,13,100,96.46250746,1.07281,208.36
67.73,128.5191261,35.49,12,128,97.11682659,1.071529,128.5
67.62,109.5209275,35.49,13,71,97.11428719,1.070247,49.45
67.52,106.9422434,35.49,13,82,99.128277,1.068966,22.73
67.45,145.5752122,35.5,19,75,95.93449153,1.068966,87.77
67.38,115.4879503,35.5,19,71,96.52334586,1.067685,149.38
67.38,144.2246523,35.5,15,137,97.70220088,1.067685,201.69
67.45,134.9564063,35.5,16,89,98.12240576,1.066403,253.55
67.5,126.1181517,35.5,15,139,96.92649521,1.065122,295.52
67.55,126.7879715,35.5,14,134,95.6893972,1.063841,317.06
67.52,98.9937066,35.5,13,87,97.61926773,1.063841,309.26
67.57,123.1016217,35.5,19,111,98.48409126,1.061278,268.79
67.5,141.2553062,35.49,16,106,99.33349227,1.061278,198.26
67.4,130.2200925,35.49,16,82,99.18090757,1.059997,105.35
67.17,122.3150503,35.49,14,135,95.27429894,1.059997,0.11
67.03,145.6790579,35.49,13,80,97.82906726,1.059997,108.81
66.9,117.2243892,35.49,17,121,97.72830639,1.068966,211.11
66.78,110.7066649,35.49,17,128,98.70674114,1.067685,300.66
66.8,122.3074787,35.49,17,78,96.26506834,1.068966,370.17
66.78,131.4970105,35.49,17,77,99.61068571,1.067685,414.09
66.77,94.23308856,35.5,19,84,96.91535836,1.068966,430.14
66.53,124.2730297,35.5,17,85,99.94388209,1.066403,420.85
66.3,132.1551752,35.5,16,70,96.88284351,1.065122,392.4
66.07,115.9553756,35.5,19,100,96.10251006,1.063841,352.52
65.87,136.6044715,35.53,13,103,97.91525204,1.063841,308.22
65.68,129.6177999,35.53,14,121,96.34006159,1.061278,262.82
65.52,152.1207468,35.53,14,74,95.47618187,1.059997,219.04
65.4,108.7409565,35.53,12,74,99.56625939,1.058715,177.05
65.32,132.4606478,35.53,19,88,97.6674833,1.056153,136.73
65.25,104.7401414,35.53,15,118,95.53208015,1.057434,98.32
65.2,95.76950323,35.53,14,92,98.16327752,1.056153,62.19
65.15,90,35.53,18,87,99.04359342,1.052309,27.8
65.1,128.0748603,35.5,15,100,95.08786146,1.052309,6.64
65.05,122.7637187,35.5,19,83,99.74635233,1.049746,44
64.98,112.8142341,35.5,14,86,96.34328922,1.049746,88.15
64.93,93.39743499,35.5,16,75,99.08392242,1.048465,140.44
64.88,109.6442006,35.55,19,93,97.32970255,1.049746,200.26
64.88,120.0613951,35.55,18,127,99.70868697,1.047183,263.01
64.88,131.8975405,35.55,17,78,95.34921734,1.045902,320.75
64.93,119.7519637,35.55,19,122,96.12614501,1.045902,364.44
65.02,123.7809051,35.5,15,93,99.81309014,1.044621,387.26
65.13,114.3580143,35.5,15,91,96.07598147,1.043339,387.25
65.23,146.238363,35.5,17,116,99.2652804,1.042058,368.08
65.33,104.7262553,35.5,15,81,96.13859011,1.039495,337.46
65.43,109.5114267,35.53,15,106,96.91491151,1.038214,302.61
65.5,112.6146289,35.53,12,123,95.68905431,1.039495,268.2
65.53,128.140566,35.53,19,116,98.03118496,1.038214,234.58
65.53,104.4171032,35.53,13,108,97.98622479,1.039495,199.19
65.53,122.0357789,35.53,18,102,95.390271,1.044621,159.1
65.53,122.4736522,35.53,17,113,97.59956741,1.048465,113.06
65.5,109.5846304,35.53,14,118,98.93476162,1.052309,61.73
65.45,124.9496919,35.53,13,111,95.18372986,1.057434,6.28
65.42,104.8827915,35.53,14,74,95.79676364,1.058715,52.98
65.38,103.2438879,35.53,17,91,99.29393514,1.058715,116.94
65.37,121.4940863,35.53,15,93,98.19339026,1.059997,185.47
65.35,95.10366622,35.53,14,123,95.42295306,1.057434,255.11
65.33,90,35.53,14,116,98.86049206,1.056153,318.19
65.3,127.9924995,35.53,18,72,96.30592932,1.052309,364.16
65.28,135.7345491,35.53,19,71,96.43576769,1.051027,383.25
65.28,112.9979532,35.53,15,78,95.94097484,1.047183,370.23
65.25,109.9789402,35.53,14,136,98.18814627,1.045902,326.38
65.35,135.0830284,35.53,12,113,96.77805963,1.043339,258.69
65.5,102.8169267,35.53,17,72,95.52885431,1.040777,177.23
65.65,99.54941063,35.53,14,119,95.63217131,1.039495,92.39
65.75,130.6145464,35.5,19,127,96.01109472,1.038214,13.35
65.83,120.1355728,35.5,19,123,98.01092614,1.035651,52.4
65.83,135.9731511,35.5,14,108,96.52462901,1.03437,99.3
65.75,90,35.5,14,129,97.99986761,1.031807,124.75
65.77,98.98989013,35.53,13,114,99.00214468,1.031807,130.52
65.77,120.2149809,35.53,15,103,97.07557199,1.031807,123.44
66.03,126.2651055,35.53,17,134,96.03051475,1.030526,114.31
66.25,132.7049563,35.53,12,119,98.49604976,1.027964,114.48
66.48,122.6222665,35.57,19,112,96.90826297,1.027964,131.81
66.63,122.4698273,35.57,19,89,99.24832442,1.026682,167.41
66.75,114.1589769,35.57,15,113,97.34483341,1.025401,215.26
66.8,143.8635736,35.57,17,113,99.17829805,1.022838,264.22
66.88,103.4546482,35.57,13,85,97.95802104,1.024119,301.61
66.97,125.3853023,35.57,14,131,99.44730803,1.022838,317.3
66.92,105.1828675,35.57,13,138,95.43678764,1.021557,306.93
66.88,128.0216782,35.57,19,84,99.43797257,1.018994,273.48
66.87,104.4447365,35.57,16,101,98.3259717,1.018994,226.19
67.08,131.1572355,35.57,12,97,95.26249955,1.016431,176.95
67.32,121.6815742,35.57,15,114,95.56159001,1.016431,135.26
67.57,146.1695876,35.57,16,123,99.12293309,1.013869,104.65
67.85,115.7847053,35.57,17,94,98.15528542,1.013869,82.32
68.2,126.3744917,35.57,12,79,96.91536135,1.013869,62.61
68.5,108.3051558,35.57,16,107,97.86896682,1.010025,41.86
68.73,115.6816049,35.57,19,102,95.11738757,1.011306,21.17
68.95,121.5862422,35.57,17,130,95.71842197,1.008744,4.96
69.2,97.09170116,35.57,13,112,97.1072467,1.007462,3.01
69.37,98.73564099,35.57,15,83,96.62246691,1.006181,3.92
69.62,128.9978895,35.57,19,75,99.96398007,1.006181,4.34
69.83,117.8086977,35.57,14,79,95.97853532,1.0049,12.34
70.05,111.106102,35.57,13,119,95.55414604,1.003618,32.48
70.3,108.9452073,35.57,18,71,95.75267823,1.002337,62.27
70.6,109.5226681,35.57,18,72,99.2601671,1.001055,93.27
70.92,121.6882607,35.57,18,114,95.0016036,0.997212,116.21
71.23,126.675538,35.57,17,88,97.92037544,0.998493,126.31
71.6,90,35.57,17,100,99.59816989,0.997212,125.57
71.92,141.1925109,35.57,15,132,97.9115979,0.997212,120.28
72.22,140.1255114,35.57,15,110,99.58575304,0.994649,116.5
72.45,90,35.57,19,134,95.0848441,0.994649,116.14
72.7,136.2889004,35.57,13,80,99.74413047,0.994649,117.29
72.92,135.8282828,35.57,15,103,96.53598263,0.993368,117.06
73.13,120.0066824,35.59,12,92,96.26486925,0.993368,114.76
73.37,100.5424707,35.59,15,70,95.74420858,0.992086,113.27
73.63,135.2284214,35.59,16,130,97.6946141,0.992086,117.23
73.93,116.381534,35.59,14,129,96.09796743,0.990805,129.5
74.3,128.2331827,35.59,13,79,99.28745895,0.989524,148.59
74.6,153.2880191,35.59,19,88,95.73261799,0.988242,169.29
74.92,123.7775513,35.59,12,110,96.26574235,0.988242,185.13
75.22,106.2467296,35.59,16,83,98.57006269,0.98568,193.46
75.48,114.9640351,35.57,12,74,98.37724313,0.986961,196.91
75.75,108.1583196,35.57,19,128,96.06394823,0.984398,201.48
75.97,126.5023458,35.57,17,126,99.48914234,0.983117,212.03
76.2,107.9089866,35.57,16,95,96.1347902,0.980554,228.17
76.52,112.9072287,35.59,13,127,99.24525527,0.980554,243.36
76.67,100.7335444,35.59,14,99,95.48575708,0.979273,247.93
76.75,118.0186949,35.59,19,111,99.2899999,0.97671,234.78
76.82,122.6513219,35.59,16,78,96.91388353,0.97671,202.12
76.9,90,35.59,14,83,95.91688296,0.97671,155.08
77.02,123.8936034,35.59,12,84,95.68624131,0.972866,101.98
77.08,119.3144965,35.59,17,130,96.51912821,0.972866,49.79
77.1,108.5251208,35.59,14,103,95.06395935,0.971585,0.8
77.13,150.4294339,35.61,14,96,95.65058834,0.971585,47.44
77.03,134.3771479,35.61,15,132,96.55196046,0.970304,99.09
76.95,103.5539627,35.61,18,131,95.41970479,0.969022,158.04
76.9,132.5735532,35.61,13,137,96.61541288,0.967741,217.82
76.78,138.6674711,35.59,13,100,98.68116261,0.967741,270.97
76.68,121.9803138,35.59,19,131,97.51807463,0.967741,307.55
76.4,125.4216306,35.59,12,83,99.50628731,0.96646,319.51
76.15,125.0752,35.59,17,125,96.28300172,0.963897,303.92
75.95,90,35.61,19,121,98.57189528,0.965178,263.99
76.02,117.196956,35.61,18,112,96.15587286,0.963897,207.41
76.12,116.4163074,35.61,13,101,96.44678927,0.962616,143.27
76.17,141.4523345,35.61,14,138,98.9336944,0.961334,78.94
76.17,125.005918,35.63,17,115,96.60697881,0.961334,18.15
76.17,115.5358356,35.63,12,101,97.27163034,0.961334,37.75
76.18,118.6481289,35.63,14,76,97.14751606,0.960053,89.25
76.27,135.3507837,35.63,17,133,98.41976459,0.960053,136.73
76.38,117.2312301,35.63,15,83,95.41250631,0.958772,179.67
76.48,109.527067,35.63,15,111,97.59024837,0.956209,217.24
76.57,115.8644671,35.63,16,82,98.49930099,0.956209,249.52
76.65,134.1104422,35.63,12,134,96.57221362,0.953646,278.5
76.68,127.4424736,35.65,12,129,97.74945825,0.953646,308
76.52,120.6640196,35.65,12,97,97.52901867,0.952365,342.58
76.45,122.8730895,35.65,19,136,95.36284214,0.951084,384.36
76.42,111.6038629,35.65,18,113,96.96083791,0.948521,431.95
76.38,117.090759,35.65,19,115,95.39804751,0.948521,479.25
76.32,110.0504352,35.65,19,70,96.72473626,0.94724,516.56
76.33,115.5783107,35.65,19,138,99.13863631,0.940833,533.98
76.35,140.192674,35.65,18,99,98.81432397,0.942114,524.97
76.43,103.8319228,35.63,12,83,98.34772179,0.939552,488.95
76.52,109.669235,35.63,17,125,98.03753882,0.93827,431.39
76.57,101.1855171,35.63,16,127,95.52512863,0.936989,361.31
76.55,97.93636864,35.63,16,138,96.95598025,0.935708,286.97
76.53,117.1984213,35.65,14,115,97.22979504,0.934426,213.58
76.35,110.7358623,35.65,17,105,99.3392741,0.933145,142.39
76.08,146.425334,35.65,12,74,97.97599435,0.930582,72.53
75.83,115.7573018,35.65,12,82,95.98262493,0.931864,3.86
75.6,139.340953,35.65,17,86,96.51223263,0.929301,61.23
75.45,134.5200971,35.65,12,121,95.93744256,0.929301,117.97
75.28,116.8656877,35.65,12,74,98.39260984,0.92802,161.44
75.32,151.6520337,35.65,17,127,97.53225512,0.92802,189.52
75.38,124.0280098,35.65,19,115,95.65769979,0.925457,204.78
75.4,142.695139,35.65,14,103,98.88732375,0.924176,213.71
75.4,140.9489534,35.65,13,78,98.85950497,0.922894,224.03
75.43,126.2197198,35.65,14,132,99.68121389,0.921613,241.42
75.38,131.2669627,35.66,16,86,98.87803099,0.920332,267.08
75.42,129.3610712,35.66,14,103,96.78635835,0.91905,297.51
75.43,102.8360785,35.66,12,80,98.78584988,0.917769,326.84
75.45,120.8593553,35.66,14,117,99.8260962,0.917769,350.15
75.45,136.1137085,35.66,17,88,95.27905574,0.917769,365.93
75.43,142.8927948,35.66,13,129,97.94330073,0.915206,376.48
75.45,109.1904049,35.66,12,91,97.92001509,0.913925,385.94
75.42,127.9324695,35.66,12,70,96.39647472,0.913925,397.67
75.33,122.2630532,35.65,18,108,96.0555425,0.912644,412.54
75.4,118.231889,35.65,12,104,95.51242003,0.912644,428.87
75.48,125.3400394,35.65,13,109,96.48150874,0.912644,443.75
75.53,123.2699612,35.65,16,118,95.9008959,0.911362,454.64
75.55,128.1211135,35.66,13,126,98.06982667,0.9088,460.17
75.5,141.6257514,35.66,15,95,97.46210738,0.9088,460.13
75.62,131.7619139,35.66,19,129,99.10560982,0.9088,454.46
75.75,124.6588689,35.66,14,83,95.62775789,0.904956,442.86
75.93,147.9693759,35.68,13,136,97.25537215,0.904956,424.8
76.3,136.6489439,35.68,15,89,98.09881047,0.903674,399.97
76.68,118.6140234,35.68,13,106,95.50534001,0.904956,368.73
77.07,101.743194,35.68,14,116,95.05692192,0.902393,332.29
77.42,105.1825398,35.68,13,80,97.37683368,0.901112,292.62
77.8,133.9984867,35.68,16,135,97.99657674,0.901112,252.19
78.17,110.5453128,35.68,13,71,99.20631992,0.89983,213.68
78.48,104.8791678,35.68,14,117,98.42798888,0.89983,179.31
78.75,108.6287201,35.71,14,95,97.41934362,0.897268,150.21
78.85,109.6892353,35.71,15,82,98.8169814,0.895986,125.63
78.95,132.759715,35.71,16,108,97.09949493,0.892142,102.59
79.13,117.6488689,35.71,12,128,95.11200248,0.892142,76.4
79.33,99.414381,35.73,14,96,96.50235743,0.892142,42.19
79.6,120.4656735,35.73,13,97,97.42674291,0.890861,3.02
79.88,123.333992,35.73,16,88,97.41734287,0.88958,58.82
80.13,112.8099471,35.73,13,111,98.98333706,0.888298,120.49
80.38,137.3382763,35.71,12,118,99.5754416,0.885736,179.64
80.63,113.6859167,35.71,14,88,97.45227501,0.885736,226.27
80.92,136.6250653,35.71,13,75,99.56738219,0.883173,251.3
81.2,128.9517417,35.71,17,81,98.70043678,0.883173,248.94
81.5,133.8990826,35.68,12,135,95.64870842,0.881892,218.12
81.9,103.5217374,35.68,14,92,97.8999031,0.878048,162.71
82.25,121.4746529,35.68,18,80,99.21733037,0.867797,90.78
82.6,119.2075799,35.68,17,132,99.77143007,0.854984,13.22
82.93,98.66990213,35.68,12,137,97.71193604,0.852421,58.57
83.3,136.5759109,35.68,13,115,97.1005388,0.85114,115.37
83.68,107.7389865,35.68,12,85,98.30672514,0.852421,152.09
84.03,110.8564826,35.68,13,120,96.62850168,0.862672,168.49
84.38,104.8002625,35.68,12,136,96.15235616,0.885736,167.95
84.78,130.5177949,35.68,14,71,98.95791409,0.931864,154.63
85.18,97.11105422,35.68,16,121,96.8575055,0.989524,130.76
85.6,129.268122,35.68,14,77,97.27517293,1.052309,95.83
86,135.6677098,35.73,13,115,98.93222338,1.107406,48.54
86.5,128.0576764,35.73,14,113,98.09557149,1.156097,9.94
87.05,130.6894273,35.73,13,112,97.88271313,1.181723,73.83
87.55,131.393197,35.73,14,105,95.81888115,1.199662,133.81
87.97,105.7586351,35.73,15,112,98.17123526,1.197099,181.17
88.3,141.5210247,35.73,14,126,98.06323873,1.199662,212.72
88.62,113.0988562,35.73,13,127,98.46824853,1.208631,232.75
88.8,119.0041857,35.73,16,114,95.50630994,1.191974,251.09
88.83,115.0104402,35.73,14,81,96.62090735,1.161222,277.69
89,127.3731318,35.73,12,129,98.82174327,1.145846,317.78
89.15,111.9294414,35.73,14,123,95.06936611,1.134314,369.86
89.27,121.0037359,35.73,18,102,96.15072011,1.127907,427.31
89.42,101.4698427,35.73,15,105,98.01933672,1.106125,481.96
89.55,137.4699781,35.73,19,108,98.0526039,1.14969,527.21
89.6,130.0611142,35.73,14,117,99.68691862,1.140721,559.96
89.7,115.6161036,35.73,16,110,97.63881006,1.063841,580.4
89.72,112.9627645,35.75,19,126,99.09445522,1.035651,590.77
89.75,129.6694237,35.75,12,71,96.39020533,1.040777,593.64
89.77,109.3905993,35.75,16,71,97.45896605,1.03437,590.5
89.8,121.8804797,35.75,12,93,97.74873222,1.080498,581.13
89.8,137.4209818,35.75,15,97,99.82746317,1.029245,563.92
89.8,107.8311432,35.75,16,135,95.40490355,0.974148,536.95
89.82,125.5290124,35.75,18,132,99.99861279,1.13047,499.54
89.93,124.735879,35.75,18,85,95.52629695,1.306012,453.74
90,118.5399477,35.77,17,113,98.38131188,1.181723,404.51
90.07,112.4431562,35.77,12,133,96.53148355,1.145846,357.67
89.98,138.2219559,35.77,17,86,98.02863112,1.299606,317.03
89.93,111.0364705,35.77,16,129,99.67596679,1.317544,282.52
89.82,92.81941648,35.79,15,129,95.95932482,1.334202,250.12
89.72,129.6080039,35.79,18,125,98.71303165,1.384174,214.07
89.6,101.9804498,35.79,15,91,95.83739136,1.311138,169.62
89.43,130.3782172,35.79,16,94,99.36032414,1.405956,115.04
89.27,140.0235487,35.81,14,125,96.86292429,1.377767,53.03
89.08,129.4462482,35.81,19,80,98.61118962,1.344452,9.52
88.93,136.0711695,35.81,13,104,98.38349156,1.285511,62.29
88.77,150.3007366,35.81,12,119,95.74025825,1.370079,94.35
88.58,134.5014069,35.83,15,111,97.87707946,1.338046,97.26
88.4,124.9586009,35.83,16,90,98.1511242,1.281667,68.24
88.18,144.5092228,35.83,17,74,98.41046185,1.202224,12.15
87.95,146.3216332,35.83,15,118,99.82812268,1.167629,59.14
87.68,146.5315767,35.81,18,97,95.82995658,1.134314,129.07
87.42,112.6178473,35.81,14,90,96.976388,1.145846,182.5
87.17,99.68972462,35.81,12,84,95.15850009,1.144565,210.37
86.95,111.7021172,35.81,17,124,99.34636303,1.144565,212.52
86.72,130.5546242,35.84,18,123,99.07685557,1.170191,194.11
86.53,122.3873842,35.84,17,118,97.51876884,1.16891,162.26
86.23,116.9027852,35.84,17,139,96.12943611,1.165066,122.63
85.92,128.407221,35.84,16,96,95.60579154,1.175317,78.68
85.55,97.93792377,35.81,13,113,97.0674474,1.191974,32.03
85.17,122.1175395,35.81,15,92,97.80233573,1.194537,17.92
84.77,136.7768647,35.81,14,104,99.58999786,1.190693,70.84
84.33,128.2397347,35.81,17,135,95.51611766,1.185567,125.19
84,130.3771473,35.81,15,98,97.79984854,1.181723,176.86
83.65,143.9605918,35.81,16,74,96.7051247,1.179161,224.4
83.2,119.0078507,35.81,15,98,99.34519059,1.171473,268.64
82.75,110.2036251,35.81,18,131,98.86577361,1.166347,312.28
82.3,137.8427256,35.81,14,99,97.42627775,1.163785,356.91
81.82,137.5668095,35.81,16,108,98.19337474,1.159941,402.33
81.35,128.3743751,35.81,18,123,95.70824205,1.153534,449.53
80.93,117.594435,35.81,12,79,98.42993229,1.142002,497.78
80.55,120.0206948,35.79,15,99,95.68877947,1.138158,545.36
80.1,100.8484057,35.79,18,109,98.08700006,1.136877,587.09
79.63,136.694198,35.79,13,74,96.28609079,1.135595,622.21
79.15,136.1647696,35.79,16,77,98.65203853,1.134314,653.61
78.68,100.3247587,35.83,16,78,99.49097617,1.133033,686.53
78.23,133.0144813,35.83,19,104,95.55240009,1.134314,723.68
77.93,126.0615248,35.83,18,112,99.32577353,1.133033,763.38
77.62,104.6703883,35.83,15,130,97.21867962,1.131751,803.03
77.25,101.909997,35.83,16,132,95.34747049,1.129189,836.45
76.85,125.602399,35.83,16,85,98.74471479,1.129189,856.62
76.48,114.0344383,35.83,15,71,99.41445052,1.127907,854.29
76.12,147.2992328,35.83,12,137,99.18725458,1.127907,828.99
75.75,134.2889759,35.81,18,132,99.05537069,1.127907,787.47
75.38,127.1053971,35.81,17,72,96.93760058,1.125345,741.01
75.13,127.8461851,35.81,13,131,97.96341405,1.124063,698.57
75.05,139.9630077,35.81,16,72,96.8040946,1.122782,641.74
74.97,132.6977714,35.81,13,102,97.22587791,1.120219,557.63
74.68,127.4964966,35.81,13,101,95.56966841,1.116375,441.48
74.45,105.2960824,35.81,12,93,95.99809751,1.116375,328.61
74.23,165.9292045,35.81,18,74,99.38140569,1.112531,232.13
74,103.4522586,35.81,19,131,98.3550275,1.11125,156.17
73.8,115.3118589,35.81,19,96,99.71798388,1.108687,91.66
